SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,Climbing,Acaulescence,Errect,UnderstoreyCanopy,StemSolitary,MaxStemHeight_m,MaxStemDia_cm,StemArmed,LeavesArmed,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeBinary,FruitShape,FruitColor,FruitTexture,FruitColorChange,FruitNotes,Extra reference / note
Pinanga speciosa,Pinanga,speciosa,Areceae,Arecoideae,0,0,1,,1,,12,0,0,,2.5,,,0.4,,,,,,small,ovoid,red black,,,,palmpedia
Pinanga stricta,Pinanga,stricta,Areceae,Arecoideae,0,0,1,understorey,1,1.5,1.5,0,0,,0.75,,,1.5,,,0.6,,,small,ovoid,,,,,
Pinanga stylosa,Pinanga,stylosa,Areceae,Arecoideae,0,0,1,understorey,0,4,2,0,0,7,1.2,,0.22,1.6,,,1,,,small,ovoid,red,,,,Kew herbaria
Pinanga subintegra,Pinanga,subintegra,Areceae,Arecoideae,0,0,1,understorey,0,3,0.5,0,0,,1,1,,1.7,,,0.5,,,small,ovoid,red,,,,
Pinanga subruminata,Pinanga,subruminata,Areceae,Arecoideae,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,
Pinanga sylvestris,Pinanga,sylvestris,Areceae,Arecoideae,0,0,1,canopy,0,6,3.5,0,0,8,1.55,1.3,0.27,2.3,,,1,,,small,,red,,,,
Pinanga tashiroi,Pinanga,tashiroi,Areceae,Arecoideae,0,0,1,canopy,2,7,20,0,0,,2.1,1.5,0.65,1.8,,,1.2,,,small,ovoid,red,,,,
Pinanga tenacinervis,Pinanga,tenacinervis,Areceae,Arecoideae,0,1,0,understorey,0,0.1,1.2,0,0,6,1.1,0.65,0.5,1.2,,,0.4,,,small,,"crimson, shiny",,,,Dransfield 198
Pinanga tenella,Pinanga,tenella,Areceae,Arecoideae,0,0,1,understorey,0,2,1,0,0,8,2.5,,,1.4,,,0.5,,,small,,green to cream white orange,,,,Kew herbaria
Pinanga tomentella,Pinanga,tomentella,Areceae,Arecoideae,0,0,1,understorey,0,1.5,1,0,0,7,1,0.75,0.27,1.55,,,0.7,,,small,globose,green to red to black,,,,"palmpedia, kew herbaria"
Pinanga tomentosa,Pinanga,tomentosa,Areceae,Arecoideae,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,
Pinanga trichoneura,Pinanga,trichoneura,Areceae,Arecoideae,0,0,1,understorey,,2.15,,0,0,,0.45,,0.12,0.8,,,0.4,,,small,,,,,,
Pinanga uncinata,Pinanga,uncinata,Areceae,Arecoideae,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,
Pinanga urdanetensis,Pinanga,urdanetensis,Areceae,Arecoideae,0,0,1,understorey,1,3,3,0,0,,1,,,1.3,,,0.7,,,small,ovoid,,,,,
Pinanga urosperma,Pinanga,urosperma,Areceae,Arecoideae,0,0,1,understorey,,3.6,,0,0,,1.5,,,0.65,,,0.4,,,small,ovoid,,,,,
Pinanga variegata,Pinanga,variegata,Areceae,Arecoideae,0,0,1,understorey,1,3,1,0,0,7,2.5,,,1.7,,,0.7,,,small,ovoid,,,,,
Pinanga veitchii,Pinanga,veitchii,Areceae,Arecoideae,0,0,1,understorey,0,2,1,0,0,,1,1,,,,,,,,,globose,red,,,,palmpedia
Pinanga versicolor,Pinanga,versicolor,Areceae,Arecoideae,0,0,1,understorey,0,5,3.5,0,0,,1,1,,1,1,1.6,1,,,small,ovoid,whitish,covered with overlapping scales,,,
Pinanga watanaiana,Pinanga,watanaiana,Areceae,Arecoideae,0,0,1,understorey,0,2.5,3.5,0,0,7,1,1,,1.5,,,1,,,small,,ripening red to black,,1,,
Pinanga woodiana,Pinanga,woodiana,Areceae,Arecoideae,0,0,1,understorey,1,5,4,0,0,,2,,,1.2,,,0.6,,,small,globose,,,,,
Pinanga yassinii,Pinanga,yassinii,Areceae,Arecoideae,0,0,1,understorey,1,2,1.5,0,0,,0.6,,,,,,,,,,globose,,,,,
Plectocomia assamica,Plectocomia,assamica,Calameae,Calamoideae,1,0,0,canopy,0,15,15,0,1,,5,5,,2.5,,,2.5,,,small,ovoid,reddish brown,"overlapping scales with woody lacerate, erect apices",,,
Plectocomia billitonensis,Plectocomia,billitonensis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Plectocomia bractealis,Plectocomia,bractealis,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Plectocomia dransfieldiana,Plectocomia,dransfieldiana,Calameae,Calamoideae,1,0,0,canopy,0,30,7,0,1,,4.7,,0,2.25,,,2.5,,,small,,,overlapping scales,,,
Plectocomia elmeri,Plectocomia,elmeri,Calameae,Calamoideae,1,0,0,canopy,0,25,15,0,1,,2.03,,0.38,2.5,,,2.5,,,small,globose,,overlapping scales,,,
Plectocomia elongata,Plectocomia,elongata,Calameae,Calamoideae,1,0,0,canopy,1,50,17,0,1,,6.55,6.4,0.67,3,,,2,1,3,small,ovoid,reddish brown,"overlapping scales with woody lacerate, erect apices",,,
Plectocomia himalayana,Plectocomia,himalayana,Calameae,Calamoideae,1,0,0,canopy,0,20,10,0,1,,3.5,3.5,,1.5,,,1.5,,,small,globose,yellowish brown,"overlapping scales, fringed",,,
Plectocomia khasyana,Plectocomia,khasyana,Calameae,Calamoideae,1,0,0,canopy,,25,,0,1,,1.5,,,2.6,,,2.4,,,small,ovoid,dark brown scales,overlapping scales,,,palmweb
Plectocomia longistigma,Plectocomia,longistigma,Calameae,Calamoideae,1,0,0,canopy,0,20,7,0,1,,4.5,,0.27,1.6,,,1.6,,,small,ovoid,,overlapping scales,,,
Plectocomia lorzingii,Plectocomia,lorzingii,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Plectocomia macrostachya,Plectocomia,macrostachya,Calameae,Calamoideae,1,0,0,canopy,,,,0,1,,,,,,,,,,,,globose,,overlapping scales,,,
Plectocomia microstachys,Plectocomia,microstachys,Calameae,Calamoideae,1,0,0,canopy,1,15,6,0,1,,1.5,1.5,,2,,,2,,,small,globose,brownish,"overlapping scales, fringed",,,
Plectocomia mulleri,Plectocomia,mulleri,Calameae,Calamoideae,1,0,0,canopy,2,30,15,0,1,,7,,,2.5,,,2.5,2,3,small,,"chestnut brown, hairy",overlapping scales,,,Kew herbaria
Plectocomia pierreana,Plectocomia,pierreana,Calameae,Calamoideae,1,0,0,canopy,2,50,10,0,1,,4.55,,0.64,2.3,,,2.3,,,small,ovoid,yellowish brown,"overlapping scales, fringed",,,
Plectocomia pygmaea,Plectocomia,pygmaea,Calameae,Calamoideae,1,0,0,canopy,,,1,0,1,,0.5,,,,,,,,,,globose,,"overlapping scales, fringed",,,
Plectocomiopsis corneri,Plectocomiopsis,corneri,Calameae,Calamoideae,1,0,0,canopy,0,25,3.5,0,1,,3,,0.1,2.5,,,2.75,2.5,3,small,ovoid,pale bright orangey-brown scales,"overlapping scales, fringed",,,palmweb
Plectocomiopsis geminiflora,Plectocomiopsis,geminiflora,Calameae,Calamoideae,1,0,0,canopy,0,50,6,0,1,22,3.9,3.9,0.15,2.75,2.5,3,3.25,3,3.5,small,globose,brown; pale greenish to chestnut brown,"overlapping scales, fringed",,,
Plectocomiopsis mira,Plectocomiopsis,mira,Calameae,Calamoideae,1,0,0,canopy,0,40,3.5,0,1,,2.75,,0.17,2.5,,,3,,,small,globose,bright orangey-brown,"overlapping scales, fringed",,,
Plectocomiopsis songthanhensis,Plectocomiopsis,songthanhensis,Calameae,Calamoideae,1,0,0,canopy,0,,,0,1,,,,,,,,,,,,,,,,,
Plectocomiopsis triquetra,Plectocomiopsis,triquetra,Calameae,Calamoideae,1,0,0,canopy,0,40,2,0,1,,2.2,,0.22,2.5,,,3,,,small,ovoid,bright orangey-brown,"overlapping scales, fringed",,,
Plectocomiopsis wrayi,Plectocomiopsis,wrayi,Calameae,Calamoideae,1,0,0,canopy,0,30,4,0,1,,2,1.5,0.55,2.7,,,3,,,small,,brown,"overlapping scales, fringed",,,
Podococcus acaulis,Podococcus,acaulis,Podococceae,Arecoideae,0,1,0,understorey,0,0,,0,0,,5,,,2.5,2,3,0.75,0.5,1,small,ovoid,purplish brown ,,,,palmpedia
Podococcus barteri,Podococcus,barteri,Podococceae,Arecoideae,0,0,1,understorey,1,2,2.5,0,0,9,2,0.54,,2.5,2,3,0.6,0.6,0.8,small,,"orange-red, brown",,,,
Pogonotium divaricatum,Pogonotium,divaricatum,Calameae,Calamoideae,2,0,2,understorey,1,4,2,0,1,,1.2,,,1.55,1.4,1.7,1.7,,,small,,dull red-brown,,,,palmweb
Pogonotium moorei,Pogonotium,moorei,Calameae,Calamoideae,0,0,1,understorey,1,2,1.8,0,1,,1.1,,,1.3,,,0.9,,,small,,pinkish-brown,,,,palmweb
Pogonotium ursinum,Pogonotium,ursinum,Calameae,Calamoideae,2,0,2,understorey,1,4,2,0,1,,1.2,,,1.7,,,1.4,,,small,globose,dull red-brown,,,,palmweb
Ponapea hentyi,Ponapea,hentyi,Areceae,Arecoideae,0,0,1,,1,,,0,0,,,,,1.6,,,1.00,,,small,,red,,,,"palmpedia, Kew herbaria"
Ponapea hosinoi,Ponapea,hosinoi,Areceae,Arecoideae,0,0,1,canopy,1,15,20,0,0,,3,,,3,2.8,3.2,1.8,1.7,1.9,small,elongate,red,,,,
Ponapea ledermanniana,Ponapea,ledermanniana,Areceae,Arecoideae,0,0,1,canopy,1,15,12,0,0,,3,3,,4,3.6,4.4,1.65,1.6,1.7,large,globose,red,,,,
Ponapea palauensis,Ponapea,palauensis,Areceae,Arecoideae,0,0,1,,1,,,0,0,,2,,,2.25,2.2,2.3,1.15,1.1,1.2,small,globose,,,,,
Prestoea acuminata,Prestoea,acuminata,Euterpeae,Arecoideae,0,0,1,canopy,2,15,20,0,0,10,3.2,2.6,0.65,1.4,,,1.4,1,1.8,small,,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea carderi,Prestoea,carderi,Euterpeae,Arecoideae,0,0,1,understorey,2,4,10,0,0,10,4.9,2.4,2.6,0.85,,,0.85,0.7,1,small,ovoid,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea decurrens,Prestoea,decurrens,Euterpeae,Arecoideae,0,0,1,canopy,2,10,12,0,0,10,4.67,3.12,1.65,0.9,,,0.9,0.7,1.1,small,globose,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea ensiformis,Prestoea,ensiformis,Euterpeae,Arecoideae,0,0,1,canopy,2,10,13,0,0,14,3.4,2.3,1.15,0.85,,,0.85,0.7,1,small,globose,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea longepetiolata,Prestoea,longepetiolata,Euterpeae,Arecoideae,0,0,1,,,,,0,0,,,,,1.05,1,1.1,1.05,1.00,1.10,small,,purple,,,,Kew herbaria
Prestoea pubens,Prestoea,pubens,Euterpeae,Arecoideae,0,0,1,understorey,2,3.5,5,0,0,10,2.8,1.8,,0.9,,,0.9,0.8,1,small,ovoid,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea pubigera,Prestoea,pubigera,Euterpeae,Arecoideae,0,0,1,understorey,1,4,3.5,0,0,9,1.53,0.8,0.78,1,,,1,0.8,1.2,small,globose,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea schultzeana,Prestoea,schultzeana,Euterpeae,Arecoideae,0,0,1,understorey,2,5,5.5,0,0,10,3.8,2.2,1.7,0.85,,,0.85,0.7,1,small,elongate,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea simplicifolia,Prestoea,simplicifolia,Euterpeae,Arecoideae,0,0,1,canopy,2,8,7,0,0,12,1.9,1.8,0.12,1.15,,,1.15,0.9,1.4,small,globose,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Prestoea tenuiramosa,Prestoea,tenuiramosa,Euterpeae,Arecoideae,0,0,1,canopy,2,10,20,0,0,15,2.2,1.8,0.45,1.1,,,1.1,1,1.2,small,ovoid,purple-black,,,Color change: flowering branches change color from white at flowering time to reddish at fruiting time,
Pritchardia arecina,Pritchardia,arecina,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,15,50,0,0,15,1.8,,0.02,4.5,,,3.9,3.8,4,large,,brown to black,,,,
Pritchardia bakeri,Pritchardia,bakeri,Trachycarpeae,Coryphoideae,0,0,1,,1,,,0,0,,,,,4,,,3.50,,,large,,green to brown to black,,,,palmpedia
Pritchardia beccariana,Pritchardia,beccariana,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,20,30,0,0,,,,,4,,,3.5,3,4,large,,brown to black,,,,
Pritchardia flynnii,Pritchardia,flynnii,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,5,,0,0,26,1,,,3,2.5,3.5,2.05,1.8,2.3,small,elongate,brown to black,with felt-like hairs,,,
Pritchardia forbesiana,Pritchardia,forbesiana,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,,0,0,,,,,4.25,4,4.5,3.35,3.2,3.5,large,ovoid,brown to black,glabrous,,,
Pritchardia glabrata,Pritchardia,glabrata,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,5,20,0,0,16,1.05,0.5,0.6,2.5,2,3,2.25,2,2.5,small,globose,brown to black,,,,
Pritchardia gordonii,Pritchardia,gordonii,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,20,25,0,0,30,1.5,1.5,1.3,5,,,6,,,large,elongate,brown to black,,,,
Pritchardia hardyi,Pritchardia,hardyi,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,45,0,0,,,,,2.75,2,3.5,1.55,1.5,1.6,small,globose,brown to black,,,,
Pritchardia hillebrandii,Pritchardia,hillebrandii,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,8,25,0,0,16,1.7,1,,1.85,1.5,2.2,1.65,1.4,1.9,small,ovoid,brown to black,,,,
Pritchardia kaalae,Pritchardia,kaalae,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,,0,0,,1.6,,,2.5,,,2.5,,,small,ovoid,brown to black,,,,
Pritchardia kahukuensis,Pritchardia,kahukuensis,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,25,,0,0,,,,,1.5,,,1.1,,,small,,brown to black,,,,
Pritchardia lanigera,Pritchardia,lanigera,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,15,50,0,0,,,,,4.5,3.5,5.5,3.5,3,4,large,elongate,brown to black,,,,
Pritchardia lowreyana,Pritchardia,lowreyana,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,100,0,0,,1.7,,,4.75,3.5,6,3.75,3,4.5,large,elongate,brown to black,,,,
Pritchardia maideniana,Pritchardia,maideniana,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,,0,0,,,,,1.75,1.2,2.3,1.75,1.2,2.3,small,globose,brown to black,,,,
Pritchardia martii,Pritchardia,martii,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,,0,0,,,,,4.5,4,5,3.25,2.5,4,large,ovoid,brown to black,,,,
Pritchardia minor,Pritchardia,minor,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,12,10,0,0,11,1.32,,,2.25,1.5,3,1.25,1.2,1.3,small,ovoid,brown to black,,,,
Pritchardia mitiaroana,Pritchardia,mitiaroana,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,25,35,0,0,,1.5,,,0.6,,,0.6,0.5,0.7,small,globose,brown to black,,,,
Pritchardia munroi,Pritchardia,munroi,Trachycarpeae,Coryphoideae,0,0,1,understorey,1,5,20,0,0,,1.7,0.9,0.85,2.1,,,2.1,2.2,2,small,,brown to black,,,,
Pritchardia napaliensis,Pritchardia,napaliensis,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,20,0,0,20,1.55,0.85,,2.1,1.7,2.5,1.6,1.4,1.8,small,globose,brown to black,,,,
Pritchardia pacifica,Pritchardia,pacifica,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,15,40,0,0,,1.7,,1.15,1.15,,,1.15,1.1,1.2,small,elongate,brown to black,,,,
Pritchardia perlmanii,Pritchardia,perlmanii,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,50,0,0,,1,,,2.95,1.9,4,1.65,1.2,2.1,small,ovoid,brown to black,,,,
Pritchardia remota,Pritchardia,remota,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,15,0,0,14,1.85,0.85,,1.9,1.8,2,1.85,1.8,1.9,small,globose,brown to black,,,,
Pritchardia schattaueri,Pritchardia,schattaueri,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,40,30,0,0,30,1.9,1.8,2.2,4,3,5,3.5,3,4,large,,brown to black,,,,
Pritchardia thurstonii,Pritchardia,thurstonii,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,11,20,0,0,25,1.5,,,7,,,7,,,large,globose,brown to black,,,,
Pritchardia viscosa,Pritchardia,viscosa,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,10,50,0,0,,1.4,1,2.1,2.95,1.9,4,1.65,1.2,2.1,small,,brown to black,,,,
Pritchardia vuylstekeana,Pritchardia,vuylstekeana,Trachycarpeae,Coryphoideae,0,0,1,,1,,,0,0,,,,,2.4,,,2,,,small,ovoid,,,,,
Pritchardia waialealeana,Pritchardia,waialealeana,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,20,50,0,0,40,,,,2,,,1.5,,,small,globose,brown to black,,,,
Pritchardia woodii,Pritchardia,woodii,Trachycarpeae,Coryphoideae,0,0,1,canopy,1,25,25,0,0,20,1.45,2.5,,4.75,4.5,5,4.25,,,large,,brown to black,,,,
Pseudophoenix ekmanii,Pseudophoenix,ekmanii,Cyclosphatheae,Ceroxyloideae,0,0,1,canopy,1,6,80,0,0,12,3,1.61,1.44,1.3,1.18,1.43,1.685,1.17,2.2,small,,reddish,,,,
Pseudophoenix lediniana,Pseudophoenix,lediniana,Cyclosphatheae,Ceroxyloideae,0,0,1,canopy,1,20,30,0,0,17,3.1,2.36,0.79,2.12,1.72,2.51,1.8,1.48,2.17,small,ovoid,reddish,,,,
Pseudophoenix sargentii,Pseudophoenix,sargentii,Cyclosphatheae,Ceroxyloideae,0,0,1,canopy,1,8,30,0,0,16,2.84,1.65,1.24,1.39,1.06,1.71,1.305,0.91,1.7,small,,red,,,,
Pseudophoenix vinifera,Pseudophoenix,vinifera,Cyclosphatheae,Ceroxyloideae,0,0,1,canopy,1,25,40,0,0,24,3,2.7,0.33,3.07,1.76,2.37,2.06,1.62,2.5,small,globose,reddish,,,,
Ptychococcus lepidotus,Ptychococcus,lepidotus,Areceae,Arecoideae,0,0,1,canopy,1,11.5,30,0,0,15,4.4,4.4,,1.2,,,0.8,,,small,globose,orange to purple black,,,,palmpedia
Ptychococcus paradoxus,Ptychococcus,paradoxus,Areceae,Arecoideae,0,0,1,canopy,1,26,30,0,0,13,6.5,4.5,2.1,5,4,6,3.5,,,large,ovoid,orange or red,,,,palmpedia
Ptychosperma ambiguum,Ptychosperma,ambiguum,Areceae,Arecoideae,0,0,1,understorey,1,5,2.5,0,0,,1.6,,,2,1.8,2.2,0.8,,,small,globose,red,,,,
Ptychosperma buabe,Ptychosperma,buabe,Areceae,Arecoideae,0,0,1,understorey,1,5,6,0,0,,1.55,1.55,,1.9,1.8,2,1,,,small,elongate,black-purple,,,,
Ptychosperma burretianum,Ptychosperma,burretianum,Areceae,Arecoideae,0,0,1,canopy,1,8,3,0,0,7,1.9,1.9,,1.5,,,0.9,,,small,,purple when incompletely mature,,,,
Ptychosperma caryotoides,Ptychosperma,caryotoides,Areceae,Arecoideae,0,0,1,canopy,2,9,10,0,0,5,1.55,1.55,,1.1,,,0.8,,,small,,"bright orange, red",,,,palmpedia
Ptychosperma cuneatum,Ptychosperma,cuneatum,Areceae,Arecoideae,0,0,1,understorey,1,5,3,0,0,,,,,1.45,1.3,1.6,0.7,0.6,0.8,small,globose,black,,,,
Ptychosperma elegans,Ptychosperma,elegans,Areceae,Arecoideae,0,0,1,canopy,1,12,8,0,0,11,3.3,2.3,,1.2,0.9,1.5,0.9,0.8,1,small,globose,red,"smooth, semi-glossy",,,
Ptychosperma furcatum,Ptychosperma,furcatum,Areceae,Arecoideae,0,0,1,understorey,2,5,5,0,0,,1.7,1.7,,1.3,1.2,1.4,0.7,,,small,,red,,,,
Ptychosperma gracile,Ptychosperma,gracile,Areceae,Arecoideae,0,0,1,canopy,1,12,8,0,0,10,2.5,2.5,,1.55,1.4,1.7,0.8,0.7,0.9,small,,red,,,,
Ptychosperma halmaherense,Ptychosperma,halmaherense,Areceae,Arecoideae,0,0,1,,,,,0,0,,,,,1.4,1.3,1.5,1.00,,,small,,purple and becoming bright yellow or light orange when mature,,,,palmpedia
Ptychosperma hartmannii,Ptychosperma,hartmannii,Areceae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,ovoid,,,,,
Ptychosperma lauterbachii,Ptychosperma,lauterbachii,Areceae,Arecoideae,0,0,1,canopy,2,14,9,0,0,,2.8,2.8,,1.6,1.4,1.8,0.8,0.7,0.9,small,ovoid,pale orange or orange-red,,,,
Ptychosperma lineare,Ptychosperma,lineare,Areceae,Arecoideae,0,0,1,canopy,2,15,4,0,0,,2.5,2.5,,1.3,1.1,1.5,0.75,0.7,0.8,small,ovoid,"yellow-green, turning rose-colored, then black-purple",,1,,
Ptychosperma macarthurii,Ptychosperma,macarthurii,Areceae,Arecoideae,0,0,1,canopy,0,10,7,0,0,10,3,2,,1.5,1.2,1.8,1,0.8,1.2,small,ovoid,bright red,,,,
Ptychosperma macrocerum,Ptychosperma,macrocerum,Areceae,Arecoideae,0,0,1,,1,,,0,0,,,,,,,,,,,,ovoid,,,,,
Ptychosperma mambare,Ptychosperma,mambare,Areceae,Arecoideae,0,0,1,canopy,0,6,5,0,0,,2.1,2.1,,1.4,,,,,,small,,purple,,,,
Ptychosperma microcarpum,Ptychosperma,microcarpum,Areceae,Arecoideae,0,0,1,canopy,2,9,13,0,0,8,2.5,2.5,,1.3,1.2,1.4,0.8,0.7,0.9,small,globose,red,,,,
Ptychosperma mooreanum,Ptychosperma,mooreanum,Areceae,Arecoideae,0,0,1,canopy,1,8,4,0,0,8,,,,,,,,,,,,,,,,
Ptychosperma nicolai,Ptychosperma,nicolai,Areceae,Arecoideae,0,0,1,canopy,2,8,,0,0,,,,,1,,,0.50,,,small,,red,,,,palmpedia
Ptychosperma praemorsum,Ptychosperma,praemorsum,Areceae,Arecoideae,0,0,1,understorey,2,4,,0,0,,,,,,,,,,,,globose,,,,,
Ptychosperma propinquum,Ptychosperma,propinquum,Areceae,Arecoideae,0,0,1,canopy,2,8,5,0,0,9,1.6,,0.35,1.85,1.7,2,0.8,,,small,,red,,,,
Ptychosperma pullenii,Ptychosperma,pullenii,Areceae,Arecoideae,0,0,1,canopy,1,6,2,0,0,6,2.26,1.87,0.44,1.2,,,0.8,,,small,ovoid,black-purple,,,,
Ptychosperma ramosissimum,Ptychosperma,ramosissimum,Areceae,Arecoideae,0,0,1,canopy,1,8,5,0,0,,0.8,0.8,,1,0.8,1.2,0.65,0.5,0.8,small,globose,red or orange,,,,
Ptychosperma rosselense,Ptychosperma,rosselense,Areceae,Arecoideae,0,0,1,canopy,1,9,10,0,0,,1.65,1.65,0.66,1.7,1.2,2.2,1.05,0.8,1.3,small,,red,,,,
Ptychosperma salomonense,Ptychosperma,salomonense,Areceae,Arecoideae,0,0,1,canopy,1,12,8,0,0,10,2,2,,1.4,1.1,1.7,1,0.7,1.3,small,ovoid,red,,,,
Ptychosperma sanderianum,Ptychosperma,sanderianum,Areceae,Arecoideae,0,0,1,understorey,2,4,10,0,0,,1.46,1.46,,1.6,1.4,1.8,0.9,,,small,ovoid,red,,,,
Ptychosperma schefferi,Ptychosperma,schefferi,Areceae,Arecoideae,0,0,1,canopy,2,7,6,0,0,,1.7,1.7,,1.55,1.5,1.8,0.6,,,small,ovoid,red-brown turning black-purple,,1,,
Ptychosperma streimannii,Ptychosperma,streimannii,Areceae,Arecoideae,0,0,1,understorey,1,4,2.5,0,0,,1,1,,1.5,,,1.05,1,1.1,small,ovoid,black-purple,,,,
Ptychosperma tagulense,Ptychosperma,tagulense,Areceae,Arecoideae,0,0,1,understorey,1,2.5,2.5,0,0,,,,,1.7,,,0.95,0.9,1,small,globose,yellowish,,,,
Ptychosperma vestitum,Ptychosperma,vestitum,Areceae,Arecoideae,0,0,1,understorey,1,3,2.5,0,0,,1.2,1.2,,1.55,1.5,1.6,0.8,,,small,elongate,black-purple,,,,
Ptychosperma waitianum,Ptychosperma,waitianum,Areceae,Arecoideae,0,0,1,understorey,1,5,2.5,0,0,,0.8,0.47,0.38,1.8,1.7,1.9,0.7,,,small,globose,black-purple,,,,
Raphia africana,Raphia,africana,Lepidocaryeae,Calamoideae,0,0,1,canopy,0,10,7,0,1,,,,,8,6,10,4,3,5,large,,light brown or ivory-yellowish,covered with overlapping scales,,,
Raphia australis,Raphia,australis,Lepidocaryeae,Calamoideae,0,0,1,canopy,1,16,100,0,1,,18,,,7.5,6,9,4,3,5,large,ovoid,yellowish to dark brown,covered with overlapping scales,,,
Raphia farinifera,Raphia,farinifera,Lepidocaryeae,Calamoideae,0,0,1,canopy,2,25,60,0,1,12,20,18.5,1.55,7.5,5,10,4.5,3.5,5.5,large,elongate,chestnut-brown; glossy,"covered with overlapping, reflexed scales",,,
Raphia gentiliana,Raphia,gentiliana,Lepidocaryeae,Calamoideae,0,0,1,canopy,1,6,,0,1,,,,,5.25,4,6.5,3.25,3,3.5,large,globose,yellowish/brown darkening with age,covered with overlapping scales,1,,
Raphia hookeri,Raphia,hookeri,Lepidocaryeae,Calamoideae,0,0,1,canopy,0,15,8,0,1,,12,,,9,5,12,4.5,4,6,large,globose,chestnut or cinmon,covered with overlapping scales,,,
Raphia laurentii,Raphia,laurentii,Lepidocaryeae,Calamoideae,0,0,1,understorey,1,4,,0,1,,6,,,5.25,4.5,6,4,3.5,4.5,large,ovoid,orange/red turn yellowish green with age,covered with overlapping scales,1,,
Raphia longiflora,Raphia,longiflora,Lepidocaryeae,Calamoideae,0,0,1,canopy,0,7,,0,1,,,,,5,4.5,5.5,3.75,3.5,4,large,globose,light reddish brown turning darker with age,covered with overlapping scales,1,,
Raphia mambillensis,Raphia,mambillensis,Lepidocaryeae,Calamoideae,0,1,0,understorey,0,0,,0,1,,,,,5.5,3.5,7.5,3,2.5,3.5,large,globose,dark reddish brown,covered with overlapping scales,,,
Raphia mannii,Raphia,mannii,Lepidocaryeae,Calamoideae,0,0,1,canopy,0,10,,0,1,,,,,6.25,5,7.5,4,3.5,4.5,large,ovoid,pale yellow,covered with overlapping scales,,,
Raphia matombe,Raphia,matombe,Lepidocaryeae,Calamoideae,0,0,1,,0,,,0,1,,,,,,,,,,,,ovoid,tan to reddish/brown,covered with overlapping scales,,,
Raphia monbuttorum,Raphia,monbuttorum,Lepidocaryeae,Calamoideae,0,0,1,understorey,0,4,4,0,1,,,,,6,4.5,7.5,4,3.5,4.5,large,,reddish-brown/orange,covered with overlapping scales,,,
Raphia palma-pinus,Raphia,palma-pinus,Lepidocaryeae,Calamoideae,0,0,1,canopy,1,6,,0,1,,,,,8.75,5.5,9.5,4,,,large,globose,mahogany-red (yellow/ellowish-brown),covered with overlapping scales,,,
